date,latitude,longitude,unique_key,cp_sum_sqrd,lg_sum_sqrd,ft_sum_sqrd,minDistance,wth_stn
2018-12-28,,,4054388,,,,0,CP
2018-12-05,,,4046558,,,,0,CP
2018-11-19,,,4029108,,,,0,CP
2018-11-27,,,4048270,,,,0,CP
2018-10-29,,,4010863,,,,0,CP
2018-10-23,,,4006096,,,,0,CP
2018-11-09,,,4018117,,,,0,CP
2018-10-04,,,3994521,,,,0,CP
2018-10-13,,,3999196,,,,0,CP
2018-10-13,,,4000104,,,,0,CP
2018-10-06,,,3996671,,,,0,CP
2018-09-08,,,3976881,,,,0,CP
2018-09-20,,,3985245,,,,0,CP
2018-09-19,,,3984287,,,,0,CP
2018-09-08,,,3978156,,,,0,CP
2018-09-21,,,3986243,,,,0,CP
2018-08-12,,,3960406,,,,0,CP
2018-08-05,,,3965787,,,,0,CP
2018-08-16,,,3962956,,,,0,CP
2014-10-10,,,2914755,,,,0,CP
2014-10-05,,,1034116,,,,0,CP
2014-09-28,,,1031062,,,,0,CP
2014-10-18,,,2928196,,,,0,CP
2014-09-27,,,1031414,,,,0,CP
2014-10-21,,,2812866,,,,0,CP
2014-09-30,,,1032598,,,,0,CP
2014-09-27,,,1029844,,,,0,CP
2014-09-29,,,1032074,,,,0,CP
2014-09-10,,,1021656,,,,0,CP
2014-09-10,,,1022173,,,,0,CP
2014-09-15,,,2968593,,,,0,CP
2014-08-31,,,3024220,,,,0,CP
2014-09-23,,,1031501,,,,0,CP
2014-09-11,,,1023089,,,,0,CP
2014-09-09,,,1021628,,,,0,CP
2014-09-05,,,1019393,,,,0,CP
2014-09-09,,,1021607,,,,0,CP
2014-09-19,,,1027300,,,,0,CP
2014-09-19,,,1026809,,,,0,CP
2014-08-28,,,1015493,,,,0,CP
2014-08-12,,,1007795,,,,0,CP
2014-08-28,,,1014983,,,,0,CP
2014-08-09,,,1006440,,,,0,CP
2014-08-24,,,1013739,,,,0,CP
2014-08-20,,,1011986,,,,0,CP
2014-08-09,,,2984239,,,,0,CP
2014-08-27,,,1015346,,,,0,CP
2014-08-23,,,2914618,,,,0,CP
2014-08-05,,,1004208,,,,0,CP
2014-08-17,,,1012605,,,,0,CP
2014-07-11,,,364026,,,,0,CP
2014-06-23,,,356317,,,,0,CP
2014-05-20,,,338395,,,,0,CP
2014-07-23,,,997690,,,,0,CP
2014-07-14,,,875259,,,,0,CP
2014-07-05,,,930706,,,,0,CP
2014-07-22,,,997341,,,,0,CP
2014-07-27,,,1000053,,,,0,CP
2014-07-19,,,996014,,,,0,CP
2014-07-15,,,554624,,,,0,CP
2014-07-15,,,987882,,,,0,CP
2014-07-25,,,998411,,,,0,CP
2014-07-26,,,999795,,,,0,CP
2014-06-13,,,351382,,,,0,CP
2014-06-27,,,3046626,,,,0,CP
2014-06-07,,,348372,,,,0,CP
2014-06-16,,,352357,,,,0,CP
2014-06-04,,,2927983,,,,0,CP
2014-06-06,,,2934821,,,,0,CP
2014-06-20,,,354961,,,,0,CP
2014-06-07,,,347954,,,,0,CP
2014-06-16,,,352296,,,,0,CP
2014-06-25,,,357748,,,,0,CP
2014-06-27,,,358792,,,,0,CP
2014-06-05,,,346927,,,,0,CP
2014-06-11,,,350777,,,,0,CP
2014-06-03,,,346598,,,,0,CP
2014-05-16,,,336259,,,,0,CP
2014-05-30,,,344054,,,,0,CP
2014-05-31,,,344875,,,,0,CP
2014-05-20,,,338649,,,,0,CP
2014-05-15,,,336137,,,,0,CP
2014-05-19,,,337952,,,,0,CP
2014-05-27,,,341914,,,,0,CP
2014-05-31,,,345457,,,,0,CP
2014-05-27,,,2934805,,,,0,CP
2014-05-24,,,340856,,,,0,CP
2014-05-08,,,331920,,,,0,CP
2014-05-11,,,334310,,,,0,CP
2014-05-13,,,334464,,,,0,CP
2014-05-16,,,337478,,,,0,CP
2014-06-01,,,2834264,,,,0,CP
2014-05-08,,,2914231,,,,0,CP
2014-05-24,,,340582,,,,0,CP
2014-05-08,,,332586,,,,0,CP
2014-02-28,,,2927821,,,,0,CP
2014-04-28,,,326695,,,,0,CP
2014-04-18,,,322032,,,,0,CP
2014-04-17,,,322177,,,,0,CP
2014-04-25,,,325983,,,,0,CP
2014-04-13,,,319700,,,,0,CP
2014-04-20,,,323500,,,,0,CP
2014-04-11,,,319422,,,,0,CP
2014-04-21,,,323192,,,,0,CP
2014-04-28,,,2841075,,,,0,CP
2014-03-12,,,306542,,,,0,CP
2014-03-11,,,306663,,,,0,CP
2018-07-26,,,3948901,,,,0,CP
2018-07-18,,,3944053,,,,0,CP
2018-07-10,,,3938856,,,,0,CP
2018-07-26,,,3949648,,,,0,CP
2018-07-18,,,3943882,,,,0,CP
2018-06-30,,,3932340,,,,0,CP
2018-06-26,,,3931600,,,,0,CP
2018-06-27,,,3929954,,,,0,CP
2018-06-28,,,3930596,,,,0,CP
2018-06-21,,,3927474,,,,0,CP
2018-06-26,,,3930103,,,,0,CP
2018-06-02,,,3914257,,,,0,CP
2018-05-26,,,3909064,,,,0,CP
2018-06-01,,,3912541,,,,0,CP
2018-05-28,,,3909773,,,,0,CP
2018-03-14,,,4025736,,,,0,CP
2018-05-02,,,3894611,,,,0,CP
2018-04-14,,,3881641,,,,0,CP
2018-03-29,,,3872627,,,,0,CP
2018-04-19,,,3885857,,,,0,CP
2018-04-11,,,3878765,,,,0,CP
2018-03-28,,,3870944,,,,0,CP
2018-03-31,,,3872770,,,,0,CP
2018-03-12,,,3861460,,,,0,CP
2018-03-02,,,4025724,,,,0,CP
2017-12-14,,,3808945,,,,0,CP
2018-02-22,,,3851496,,,,0,CP
2018-02-07,,,3842854,,,,0,CP
2018-02-14,,,3846106,,,,0,CP
2018-02-14,,,3847460,,,,0,CP
2018-02-15,,,3847188,,,,0,CP
2014-03-17,,,3046363,,,,0,CP
2014-03-19,,,308403,,,,0,CP
2014-04-02,,,314109,,,,0,CP
2014-03-11,,,306912,,,,0,CP
2014-03-28,,,312369,,,,0,CP
2014-03-21,,,2889498,,,,0,CP
2014-03-19,,,308552,,,,0,CP
2014-03-19,,,308201,,,,0,CP
2014-03-22,,,309515,,,,0,CP
2014-03-10,,,254984,,,,0,CP
2014-03-28,,,312024,,,,0,CP
2014-03-06,,,37573,,,,0,CP
2014-02-22,,,85051,,,,0,CP
2014-02-28,,,92044,,,,0,CP
2014-02-14,,,292917,,,,0,CP
2014-02-10,,,292858,,,,0,CP
2014-02-12,,,292895,,,,0,CP
2014-02-28,,,245414,,,,0,CP
2014-02-13,,,290531,,,,0,CP
2014-02-06,,,290449,,,,0,CP
2014-02-06,,,88353,,,,0,CP
2014-03-01,,,279303,,,,0,CP
2014-02-14,,,267934,,,,0,CP
2014-02-02,,,227417,,,,0,CP
2014-02-04,,,184407,,,,0,CP
2014-02-01,,,2913978,,,,0,CP
2014-02-02,,,3046264,,,,0,CP
2014-02-01,,,2913977,,,,0,CP
2014-02-01,,,272217,,,,0,CP
2014-01-02,,,2992846,,,,0,CP
2013-11-14,,,2913791,,,,0,CP
2014-01-28,,,300852,,,,0,CP
2014-01-11,,,44289,,,,0,CP
2014-01-09,,,244801,,,,0,CP
2014-01-13,,,106491,,,,0,CP
2014-01-23,,,278858,,,,0,CP
2014-01-29,,,300856,,,,0,CP
2014-01-12,,,232643,,,,0,CP
2014-01-25,,,284245,,,,0,CP
2014-01-29,,,125398,,,,0,CP
2014-01-26,,,238194,,,,0,CP
2014-01-11,,,140286,,,,0,CP
2014-01-21,,,102473,,,,0,CP
2014-01-21,,,3123109,,,,0,CP
2014-01-30,,,147259,,,,0,CP
2014-01-10,,,267694,,,,0,CP
2014-01-30,,,267834,,,,0,CP
2014-01-28,,,267820,,,,0,CP
2014-01-21,,,292668,,,,0,CP
2013-12-16,,,115898,,,,0,CP
2013-12-16,,,3056853,,,,0,CP
2013-12-08,,,120614,,,,0,CP
2013-12-11,,,94414,,,,0,CP
2013-12-20,,,200683,,,,0,CP
2013-12-20,,,2897712,,,,0,CP
2013-11-12,,,178720,,,,0,CP
2013-12-03,,,88033,,,,0,CP
2013-11-17,,,283677,,,,0,CP
2013-11-18,,,253129,,,,0,CP
2013-11-18,,,2919258,,,,0,CP
2013-11-08,,,244095,,,,0,CP
2013-12-02,,,109069,,,,0,CP
2013-11-25,,,112780,,,,0,CP
2013-11-13,,,207708,,,,0,CP
2013-11-17,,,133983,,,,0,CP
2013-11-25,,,146979,,,,0,CP
2013-11-13,,,303574,,,,0,CP
2013-11-28,,,169503,,,,0,CP
2013-11-14,,,98912,,,,0,CP
2013-11-30,,,2934583,,,,0,CP
2013-11-16,,,253100,,,,0,CP
2013-11-27,,,169501,,,,0,CP
2013-11-20,,,289809,,,,0,CP
2013-11-28,,,63367,,,,0,CP
2013-12-02,,,147023,,,,0,CP
2013-11-26,,,202019,,,,0,CP
2013-11-08,,,84264,,,,0,CP
2013-10-29,,,200440,,,,0,CP
2013-10-15,,,94185,,,,0,CP
2013-10-21,,,225864,,,,0,CP
2013-11-01,,,143821,,,,0,CP
2013-10-17,,,94171,,,,0,CP
2013-10-21,,,291739,,,,0,CP
2013-10-11,,,2897613,,,,0,CP
2013-10-26,,,172156,,,,0,CP
2013-10-16,,,84110,,,,0,CP
2013-10-25,,,197107,,,,0,CP
2013-10-31,,,2889310,,,,0,CP
2013-10-04,,,252431,,,,0,CP
2013-09-27,,,271217,,,,0,CP
2013-09-19,,,146674,,,,0,CP
2013-09-24,,,2864932,,,,0,CP
2013-09-17,,,2921966,,,,0,CP
2013-09-11,,,266804,,,,0,CP
2013-09-11,,,262674,,,,0,CP
2013-09-12,,,178355,,,,0,CP
2013-09-25,,,207248,,,,0,CP
2013-09-27,,,252326,,,,0,CP
2013-09-19,,,59066,,,,0,CP
2018-01-22,,,3833708,,,,0,CP
2017-12-24,,,3815426,,,,0,CP
2017-12-08,,,3806104,,,,0,CP
2017-11-13,,,3789920,,,,0,CP
2017-11-09,,,3786853,,,,0,CP
2017-11-29,,,3800828,,,,0,CP
2017-11-28,,,3798779,,,,0,CP
2017-11-27,,,3798896,,,,0,CP
2017-11-04,,,3785507,,,,0,CP
2017-11-06,,,3784554,,,,0,CP
2017-11-06,,,3784748,,,,0,CP
2017-09-21,,,3754806,,,,0,CP
2017-10-10,,,3766513,,,,0,CP
2017-10-03,,,3762741,,,,0,CP
2017-09-29,,,3760156,,,,0,CP
2017-07-12,,,3710558,,,,0,CP
2017-08-25,,,3738392,,,,0,CP
2017-08-31,,,3754487,,,,0,CP
2017-09-10,,,3747450,,,,0,CP
2017-09-18,,,3752665,,,,0,CP
2017-09-03,,,3742178,,,,0,CP
2017-09-18,,,3752946,,,,0,CP
2017-08-29,,,3739740,,,,0,CP
2017-07-31,,,3722277,,,,0,CP
2017-08-23,,,3750322,,,,0,CP
2017-08-10,,,3728229,,,,0,CP
2017-08-11,,,3729246,,,,0,CP
2017-08-03,,,3725429,,,,0,CP
2013-09-25,,,291525,,,,0,CP
2013-08-23,,,124321,,,,0,CP
2013-08-14,,,61294,,,,0,CP
2013-08-19,,,158690,,,,0,CP
2013-09-09,,,266784,,,,0,CP
2013-08-27,,,277228,,,,0,CP
2013-09-07,,,143476,,,,0,CP
2013-08-18,,,2927578,,,,0,CP
2013-08-21,,,243210,,,,0,CP
2013-08-24,,,196675,,,,0,CP
2013-08-31,,,83772,,,,0,CP
2013-08-06,,,291070,,,,0,CP
2013-07-28,,,2957707,,,,0,CP
2013-07-22,,,290949,,,,0,CP
2013-07-16,,,83463,,,,0,CP
2013-08-05,,,2879540,,,,0,CP
2013-07-10,,,55465,,,,0,CP
2013-07-22,,,251400,,,,0,CP
2013-07-31,,,266568,,,,0,CP
2013-08-05,,,2889159,,,,0,CP
2013-07-16,,,290918,,,,0,CP
2013-07-31,,,2919130,,,,0,CP
2013-07-29,,,2957708,,,,0,CP
2013-07-27,,,3045696,,,,0,CP
2013-08-01,,,69359,,,,0,CP
2013-07-13,,,2873276,,,,0,CP
2013-07-10,,,211252,,,,0,CP
2013-07-03,,,216869,,,,0,CP
2013-06-17,,,298557,,,,0,CP
2013-06-28,,,2864747,,,,0,CP
2013-06-20,,,3125203,,,,0,CP
2013-06-25,,,216802,,,,0,CP
2013-07-04,,,115172,,,,0,CP
2013-06-17,,,216725,,,,0,CP
2013-06-21,,,250904,,,,0,CP
2013-07-02,,,2913311,,,,0,CP
2013-06-30,,,128140,,,,0,CP
2013-05-24,,,250454,,,,0,CP
2013-05-26,,,2879440,,,,0,CP
2013-05-22,,,79714,,,,0,CP
2013-05-14,,,2897304,,,,0,CP
2013-03-27,,,210503,,,,0,CP
2013-03-16,,,2976094,,,,0,CP
2013-04-29,,,250093,,,,0,CP
2013-05-12,,,235731,,,,0,CP
2013-05-07,,,223523,,,,0,CP
2013-04-24,,,2965243,,,,0,CP
2013-04-21,,,153927,,,,0,CP
2013-05-01,,,101241,,,,0,CP
2013-04-30,,,15204,,,,0,CP
2013-05-02,,,90280,,,,0,CP
2013-05-08,,,250205,,,,0,CP
2013-05-05,,,104835,,,,0,CP
2013-05-04,,,302642,,,,0,CP
2013-04-15,,,74240,,,,0,CP
2013-04-13,,,230270,,,,0,CP
2013-04-02,,,275551,,,,0,CP
2013-04-03,,,281741,,,,0,CP
2013-04-15,,,90182,,,,0,CP
2013-04-01,,,241687,,,,0,CP
2013-04-04,,,2927362,,,,0,CP
2013-03-23,,,261342,,,,0,CP
2013-04-07,,,2848811,,,,0,CP
2013-04-15,,,177399,,,,0,CP
2013-04-15,,,261490,,,,0,CP
2013-04-01,,,3023639,,,,0,CP
2013-03-23,,,82601,,,,0,CP
2013-04-11,,,205917,,,,0,CP
2013-02-28,,,2983351,,,,0,CP
2013-02-25,,,157473,,,,0,CP
2013-02-20,,,2912896,,,,0,CP
2013-02-28,,,3017315,,,,0,CP
2013-03-09,,,68894,,,,0,CP
2013-02-26,,,265596,,,,0,CP
2013-03-01,,,3023604,,,,0,CP
2013-03-04,,,100979,,,,0,CP
2017-07-26,,,3721390,,,,0,CP
2017-07-22,,,3716236,,,,0,CP
2017-07-08,,,3706975,,,,0,CP
2017-06-11,,,3689061,,,,0,CP
2017-05-31,,,3685394,,,,0,CP
2017-06-08,,,3687337,,,,0,CP
2017-06-09,,,3689263,,,,0,CP
2017-06-06,,,3685004,,,,0,CP
2017-05-18,,,3672567,,,,0,CP
2017-05-19,,,3675789,,,,0,CP
2017-05-13,,,3669690,,,,0,CP
2017-05-06,,,3664095,,,,0,CP
2017-05-04,,,3663693,,,,0,CP
2017-05-01,,,3661290,,,,0,CP
2017-04-06,,,3648424,,,,0,CP
2017-03-31,,,3642238,,,,0,CP
2017-03-17,,,3639348,,,,0,CP
2017-02-09,,,3618203,,,,0,CP
2017-01-30,,,3608070,,,,0,CP
2017-02-09,,,3613040,,,,0,CP
2017-02-07,,,3611720,,,,0,CP
2017-01-25,,,3607918,,,,0,CP
2017-01-13,,,3598540,,,,0,CP
2017-01-21,,,3601810,,,,0,CP
2016-12-26,,,3587385,,,,0,CP
2017-01-08,,,3594817,,,,0,CP
2017-01-01,,,3590059,,,,0,CP
2017-01-03,,,3591756,,,,0,CP
2017-01-10,,,3596035,,,,0,CP
2016-12-12,,,3578691,,,,0,CP
2016-12-05,,,3573609,,,,0,CP
2016-11-26,,,3567565,,,,0,CP
2016-11-17,,,3564556,,,,0,CP
2016-11-30,,,3570581,,,,0,CP
2016-11-05,,,3558494,,,,0,CP
2016-10-20,,,3544523,,,,0,CP
2013-03-03,,,127368,,,,0,CP
2013-03-14,,,261269,,,,0,CP
2013-03-03,,,215557,,,,0,CP
2013-03-07,,,2864494,,,,0,CP
2013-02-11,,,248974,,,,0,CP
2013-02-13,,,73847,,,,0,CP
2013-02-14,,,114533,,,,0,CP
2012-12-15,,,3096970,,,,0,CP
2013-02-06,,,107801,,,,0,CP
2013-02-08,,,296523,,,,0,CP
2013-01-23,,,157236,,,,0,CP
2013-01-19,,,86275,,,,0,CP
2013-01-12,,,226380,,,,0,CP
2013-02-04,,,222327,,,,0,CP
2013-01-29,,,260962,,,,0,CP
2013-01-25,,,281209,,,,0,CP
2013-02-06,,,296601,,,,0,CP
2013-01-29,,,157269,,,,0,CP
2013-01-02,,,79254,,,,0,CP
2012-12-23,,,2848624,,,,0,CP
2013-01-06,,,248430,,,,0,CP
2012-12-27,,,2918876,,,,0,CP
2012-12-23,,,234588,,,,0,CP
2012-12-16,,,96238,,,,0,CP
2012-12-27,,,248293,,,,0,CP
2012-12-23,,,3017165,,,,0,CP
2012-12-01,,,2897024,,,,0,CP
2012-11-16,,,209606,,,,0,CP
2012-12-04,,,3017114,,,,0,CP
2012-11-30,,,2965082,,,,0,CP
2012-11-27,,,198862,,,,0,CP
2012-11-17,,,269002,,,,0,CP
2012-11-15,,,192123,,,,0,CP
2012-12-03,,,117559,,,,0,CP
2012-11-30,,,240352,,,,0,CP
2012-12-07,,,86060,,,,0,CP
2012-12-04,,,256119,,,,0,CP
2012-11-27,,,265023,,,,0,CP
2012-11-14,,,2918818,,,,0,CP
2012-11-09,,,148431,,,,0,CP
2012-11-11,,,2872982,,,,0,CP
2012-11-11,,,229026,,,,0,CP
2012-11-08,,,2879168,,,,0,CP
2012-08-23,,,2912304,,,,0,CP
2012-08-16,,,2983113,,,,0,CP
2012-08-13,,,2888550,,,,0,CP
2012-10-24,,,221010,,,,0,CP
2012-11-04,,,117281,,,,0,CP
2012-11-07,,,214451,,,,0,CP
2012-10-13,,,260181,,,,0,CP
2012-10-18,,,81568,,,,0,CP
2012-11-07,,,76699,,,,0,CP
2012-10-26,,,2836726,,,,0,CP
2012-11-08,,,3079132,,,,0,CP
2012-11-06,,,260380,,,,0,CP
2012-11-08,,,117325,,,,0,CP
2012-10-16,,,220878,,,,0,CP
2012-10-09,,,233963,,,,0,CP
2012-10-19,,,89182,,,,0,CP
2012-10-22,,,2997625,,,,0,CP
2012-10-25,,,70556,,,,0,CP
2012-10-10,,,2912465,,,,0,CP
2012-09-26,,,9805,,,,0,CP
2012-09-19,,,107217,,,,0,CP
2012-09-18,,,156357,,,,0,CP
2012-09-13,,,9743,,,,0,CP
2012-09-20,,,301631,,,,0,CP
2012-10-03,,,247040,,,,0,CP
2012-09-26,,,246946,,,,0,CP
2012-10-01,,,2864227,,,,0,CP
2012-09-11,,,103205,,,,0,CP
2012-09-06,,,2918734,,,,0,CP
2012-08-27,,,259797,,,,0,CP
2012-09-01,,,233606,,,,0,CP
2012-09-02,,,233617,,,,0,CP
2012-08-17,,,2888555,,,,0,CP
2012-08-26,,,268439,,,,0,CP
2012-08-24,,,103074,,,,0,CP
2012-09-05,,,156274,,,,0,CP
2012-08-09,,,255293,,,,0,CP
2012-07-20,,,3044707,,,,0,CP
2012-07-17,,,2833700,,,,0,CP
2012-07-07,,,32104,,,,0,CP
2012-07-24,,,238871,,,,0,CP
2012-08-05,,,191699,,,,0,CP
2012-08-05,,,184674,,,,0,CP
2012-07-24,,,284889,,,,0,CP
2012-07-11,,,106932,,,,0,CP
2012-07-15,,,125770,,,,0,CP
2012-07-20,,,85290,,,,0,CP
2012-08-04,,,68267,,,,0,CP
2012-07-27,,,2896788,,,,0,CP
2012-07-30,,,208927,,,,0,CP
2012-07-07,,,2912114,,,,0,CP
2012-07-02,,,88549,,,,0,CP
2012-07-07,,,94945,,,,0,CP
2022-09-12,,,4563400,,,,0,CP
2022-10-01,,,4568962,,,,0,CP
2022-10-08,,,4572454,,,,0,CP
2022-10-16,,,4573258,,,,0,CP
2022-10-30,,,4577167,,,,0,CP
2022-11-05,,,4580177,,,,0,CP
2021-09-08,,,4457947,,,,0,CP
2021-04-25,,,4411589,,,,0,CP
2021-05-08,,,4414875,,,,0,CP
2021-09-30,,,4462924,,,,0,CP
2021-06-03,,,4423423,,,,0,CP
2021-06-14,,,4426714,,,,0,CP
2022-01-05,,,4492251,,,,0,CP
2022-01-05,,,4493941,,,,0,CP
2021-07-01,,,4435720,,,,0,CP
2021-07-08,,,4436126,,,,0,CP
2022-07-05,,,4544084,,,,0,CP
2022-01-20,,,4496031,,,,0,CP
2022-04-11,,,4518200,,,,0,CP
2021-07-22,,,4442413,,,,0,CP
2022-01-24,,,4497024,,,,0,CP
2022-01-24,,,4497038,,,,0,CP
2022-07-06,,,4544180,,,,0,CP
2021-08-14,,,4447779,,,,0,CP
2021-08-19,,,4448995,,,,0,CP
2022-01-27,,,4499034,,,,0,CP
2021-09-04,,,4454316,,,,0,CP
2022-06-30,,,4544719,,,,0,CP
2021-09-09,,,4455329,,,,0,CP
2021-09-10,,,4455746,,,,0,CP
2021-11-19,,,4479778,,,,0,CP
2022-04-22,,,4521034,,,,0,CP
2021-11-27,,,4482039,,,,0,CP
2021-12-01,,,4483202,,,,0,CP
